Name,SecId,ISIN,"Inception 
Date","Monthly Return 
2022-10 
ZAR","Return (Day to Day) 
2022-10-01 
to 2022-11-01 
ZAR","Daily Return Index 
2022-09-30 
ZAR","Daily Return Index 
2022-10-01 
ZAR","Daily Return Index 
2022-10-02 
ZAR","Daily Return Index 
2022-10-03 
ZAR","Daily Return Index 
2022-10-04 
ZAR","Daily Return Index 
2022-10-05 
ZAR","Daily Return Index 
2022-10-06 
ZAR","Daily Return Index 
2022-10-07 
ZAR","Daily Return Index 
2022-10-08 
ZAR","Daily Return Index 
2022-10-09 
ZAR","Daily Return Index 
2022-10-10 
ZAR","Daily Return Index 
2022-10-11 
ZAR","Daily Return Index 
2022-10-12 
ZAR","Daily Return Index 
2022-10-13 
ZAR","Daily Return Index 
2022-10-14 
ZAR","Daily Return Index 
2022-10-15 
ZAR","Daily Return Index 
2022-10-16 
ZAR","Daily Return Index 
2022-10-17 
ZAR","Daily Return Index 
2022-10-18 
ZAR","Daily Return Index 
2022-10-19 
ZAR","Daily Return Index 
2022-10-20 
ZAR","Daily Return Index 
2022-10-21 
ZAR","Daily Return Index 
2022-10-22 
ZAR","Daily Return Index 
2022-10-23 
ZAR","Daily Return Index 
2022-10-24 
ZAR","Daily Return Index 
2022-10-25 
ZAR","Daily Return Index 
2022-10-26 
ZAR","Daily Return Index 
2022-10-27 
ZAR","Daily Return Index 
2022-10-28 
ZAR","Daily Return Index 
2022-10-29 
ZAR","Daily Return Index 
2022-10-30 
ZAR","Daily Return Index 
2022-10-31 
ZAR","Daily Return Index 
2022-11-01 
ZAR",P/B Ratio (TTM) (Long),P/B Ratio (TTM) (Short),P/C Ratio (TTM) (Long),P/C Ratio (TTM) (Short),P/E Ratio (TTM) (Long),"Dividend 
YTD",Dividend Yield (Long)
Allan Gray Equity C,F00000QTPJ,ZAE000177341,01/07/2013,6.5057,7.0431,639.7001,639.7001,639.7001,643.9376,658.6186,658.1628,661.5855,658.3913,658.3913,658.3913,656.5035,648.3261,649.4121,650.3878,655.9791,655.9791,655.9791,659.4279,663.8915,658.0012,657.4284,659.7722,659.7722,659.7722,662.9157,669.2137,673.7246,677.3372,677.0995,677.0995,677.0995,681.317,684.7548,1.23,,6.71,,11.38,4.05,0.04
Allan Gray Equity X,F00000WFNI,ZAE000206017,01/07/2015,6.8159,7.3514,545.0936,545.0936,545.0936,548.6919,561.1578,560.7707,563.6768,561.1245,561.1245,561.1245,559.5215,552.5779,553.5001,554.3287,559.5424,559.5424,559.5424,562.4707,566.261,561.2595,560.7731,562.7632,562.7632,562.7632,565.5459,571.5099,575.7997,578.8673,578.6653,578.6653,578.6653,582.2465,585.1657,1.23,,6.71,,11.38,7.68,0.04
Allan Gray SA Equity A,F00000VHSD,ZAE000202396,13/03/2015,6.5942,7.0245,488.2785,488.2785,488.2785,490.2806,503.044,500.8306,503.1792,499.5017,499.5017,499.5017,499.8175,492.8263,493.9947,495.2471,499.0497,499.0497,499.0497,504.6997,506.9121,500.7964,500.2021,504.3003,504.3003,504.3003,503.6434,511.233,515.8375,519.4351,518.9151,518.9151,518.9151,520.4767,522.5774,1.24,,6.22,,10.95,9.5,0.05
Allan Gray SA Equity C,F00000VHSE,ZAE000202404,13/03/2015,6.6034,7.0334,494.9789,494.9789,494.9789,497.0074,509.9397,507.6969,510.0765,506.3505,506.3505,506.3505,506.6705,499.6125,500.7962,502.0651,505.9182,505.9182,505.9182,511.6523,513.8986,507.7021,507.0998,511.2522,511.2522,511.2522,510.5866,518.2766,522.9636,526.6089,526.082,526.082,526.082,527.6642,529.7927,1.24,,6.22,,10.95,10.34,0.05
Allan Gray SA Equity X,F00000WFNH,ZAE000206025,01/07/2015,6.8703,7.4657,517.8525,517.8525,517.8525,519.9638,533.4251,531.0907,533.5676,529.6892,529.6892,529.6892,530.0222,523.5198,524.7522,526.0728,530.0835,530.0835,530.0835,536.6802,539.046,532.5961,531.9693,536.2913,536.2913,536.2913,535.5987,543.603,548.5376,552.3317,551.7836,551.7836,551.7836,553.4304,556.5136,1.24,,6.22,,10.95,10.57,0.05
Alpha Prime Small & Mid Cap C,F00000X5JK,ZAE000204392,01/10/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9,,4.87,,10.42,,0.03
Aluwani BCI Top 25 Equity Fd A,F000002CLN,ZAE000056503,01/07/2004,4.7008,6.7695,14.5795,14.5795,14.5795,14.631,15.0638,15.0353,15.1885,15.0393,15.0393,15.0393,15.0241,14.9309,14.8524,14.6717,14.9698,14.9698,14.9698,15.0626,15.3508,15.0658,14.8886,14.8961,14.8961,14.8961,14.8298,14.8232,15.1872,15.3331,15.2341,15.2341,15.2341,15.2648,15.5664,1.57,,8.52,,10.66,0.18,0.04
Aluwani BCI Top 25 Equity Fd B1,F000002CV7,ZAE000036125,01/01/2002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.57,,8.52,,10.66,,0.04
Aluwani BCI Top 25 Equity Fd B3,F00000V8RQ,ZAE000199675,02/01/2015,4.8286,6.9039,15.499,15.499,15.499,15.5555,16.0164,15.9866,16.1503,15.9923,15.9923,15.9923,15.978,15.8794,15.7966,15.605,15.9226,15.9226,15.9226,16.0233,16.3306,16.0278,15.8401,15.8487,15.8487,15.8487,15.78,15.7735,16.1615,16.3176,16.2127,16.2127,16.2127,16.2474,16.569,1.57,,8.52,,10.66,,0.04
Aluwani BCI Top 25 Equity Fd C1,F00000Q5GW,ZAE000179701,01/07/2013,4.7419,6.8119,14.6274,14.6274,14.6274,14.6796,15.114,15.0855,15.2397,15.09,15.09,15.09,15.0754,14.982,14.9034,14.7224,15.0216,15.0216,15.0216,15.1154,15.4048,15.1189,14.9414,14.949,14.949,14.949,14.8831,14.8766,15.2421,15.3888,15.2895,15.2895,15.2895,15.321,15.6238,1.57,,8.52,,10.66,0.21,0.04
Aluwani BCI Top 25 Equity Fd R,F000002D2I,ZAE000021093,01/04/1997,4.7269,6.7964,15.0204,15.0204,15.0204,15.0738,15.5199,15.4906,15.6487,15.495,15.495,15.495,15.4797,15.3838,15.303,15.117,15.4242,15.4242,15.4242,15.5202,15.8173,15.5236,15.3414,15.3491,15.3491,15.3491,15.2812,15.2744,15.6496,15.8002,15.6982,15.6982,15.6982,15.7304,16.0412,1.57,,8.52,,10.66,0.2,0.04
AMI Big50 ex-SA ETF,F00000YVDU,ZAE000242582,18/04/2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.65,,7.01,,11.54,,0.04
Amity BCI Equity Income A,F000013P2F,ZAE000272159,30/05/2019,8.7365,9.3303,0.874,0.874,0.874,0.8716,0.8884,0.8813,0.8882,0.8843,0.8843,0.8843,0.8926,0.8882,0.8885,0.8884,0.9045,0.9045,0.9045,0.9106,0.919,0.9175,0.9191,0.9107,0.9107,0.9107,0.9233,0.9305,0.947,0.956,0.9558,0.9558,0.9558,0.9504,0.9556,1.38,,10.25,,11.79,0.02,0.05
Ampersand BCI Equity B,F00000PSZY,ZAE000174835,02/04/2013,5.3437,6.5668,1.2802,1.2802,1.2802,1.2876,1.3139,1.331,1.3242,1.3231,1.3231,1.3231,1.3242,1.309,1.3071,1.2982,1.3104,1.3104,1.3104,1.3128,1.3438,1.3309,1.3215,1.3228,1.3228,1.3228,1.3196,1.3144,1.3361,1.3596,1.3514,1.3514,1.3514,1.3486,1.3643,1.43,,7.9,,11,0.01,0.05
Ampersand BCI Property A,F00000SFV3,ZAE000179362,01/11/2013,10.497,10.7046,0.923,0.923,0.923,0.9253,0.9389,0.9405,0.9423,0.948,0.948,0.948,0.9611,0.959,0.9571,0.9541,0.9669,0.9669,0.9669,0.9752,0.9948,0.9966,1.0002,0.9924,0.9924,0.9924,0.9898,0.9921,1.001,1.025,1.0275,1.0275,1.0275,1.0199,1.0218,0.61,,,,8.32,,0.1
Ampersand BCI Property B,F00000SFV2,ZAE000179370,01/11/2013,10.5724,10.797,0.9984,0.9984,0.9984,1.0011,1.0157,1.0176,1.0195,1.0257,1.0257,1.0257,1.04,1.0376,1.0355,1.0324,1.0462,1.0462,1.0462,1.0552,1.0764,1.0786,1.0826,1.074,1.074,1.074,1.0714,1.0738,1.0835,1.1095,1.1124,1.1124,1.1124,1.104,1.1062,0.61,,,,8.32,0.02,0.1
Amplify SCI Equity A1,F000015XE5,ZAE000291415,21/10/2020,4.7222,6.4258,89.595,89.595,89.595,90.0751,92.4913,92.1669,92.6654,91.7979,91.7979,91.7979,91.7832,91.0571,90.7747,89.9301,91.8389,91.8389,91.8389,92.4271,94.2921,92.166,91.1716,91.2511,91.2511,91.2511,90.9877,91.0188,93.1105,93.938,93.6447,93.6447,93.6447,93.8258,95.3522,1.47,,8.37,,10.98,1.51,0.04
Amplify SCI Equity B10,F00000JO74,ZAE000148045,01/07/2010,4.85,6.56,109.0678,109.0678,109.0678,109.6653,112.6113,112.2209,112.8323,111.7804,111.7804,111.7804,111.7756,110.8957,110.5562,109.5319,111.861,111.861,111.861,112.5907,114.8671,112.2816,111.0745,111.1758,111.1758,111.1758,110.8678,110.9102,113.4633,114.4763,114.1234,114.1234,114.1234,114.3576,116.2226,1.47,,8.37,,10.98,2.23,0.04
Amplify SCI Equity B4,F000002S15,ZAE000068409,01/07/2005,4.7476,6.4525,99.3133,99.3133,99.3133,99.8478,102.5269,102.1682,102.7216,101.7607,101.7607,101.7607,101.7468,100.9427,100.6305,99.695,101.8118,101.8118,101.8118,102.4663,104.5346,102.1784,101.0768,101.1657,101.1657,101.1657,100.876,100.9114,103.2311,104.1494,103.8251,103.8251,103.8251,104.0284,105.7216,1.47,,8.37,,10.98,1.68,0.04
Amplify SCI Equity B7,F00000JO72,ZAE000148029,01/07/2010,4.7579,6.4634,101.035,101.035,101.035,101.5799,104.3058,103.9411,104.5045,103.5272,103.5272,103.5272,103.514,102.6962,102.379,101.4275,103.5814,103.5814,103.5814,104.2483,106.3529,103.9561,102.8356,102.9264,102.9264,102.9264,102.6327,102.6689,105.0295,105.9641,105.6344,105.6344,105.6344,105.8422,107.5653,1.47,,8.37,,10.98,1.74,0.04
Analytics Ci Managed Equity A,F00000QLCE,ZAE000183463,21/10/2013,5.6128,6.1924,11.0927,11.0927,11.0927,11.1744,11.5219,11.4144,11.4614,11.4368,11.4368,11.4368,11.2874,11.2605,11.2656,11.2626,11.2215,11.2215,11.2215,11.5644,11.5528,11.493,11.4925,11.4797,11.4797,11.4797,11.4201,11.5421,11.7967,11.8074,11.6988,11.6988,11.6988,11.7153,11.7796,1.63,,8.25,,11.44,,0.04
Analytics Ci Managed Equity A1,F00000SPN8,ZAE000183471,03/01/2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.63,,8.25,,11.44,,0.04
Analytics Ci Managed Equity B,F00000QLCF,ZAE000183489,21/10/2013,5.6643,6.246,12.2537,12.2537,12.2537,12.3445,12.7286,12.61,12.6621,12.6351,12.6351,12.6351,12.4707,12.4412,12.447,12.4439,12.3987,12.3987,12.3987,12.7782,12.7656,12.6996,12.6993,12.6854,12.6854,12.6854,12.6201,12.7551,13.0367,13.0487,12.9289,12.9289,12.9289,12.9478,13.0191,1.63,,8.25,,11.44,0.02,0.04
AnBro BCI Unicorn Global Growth A,F0000163MW,ZAE000291753,19/11/2020,4.7218,2.5717,0.7116,0.7116,0.7116,0.7051,0.709,0.745,0.745,0.7546,0.7546,0.7546,0.7198,0.7069,0.6993,0.7053,0.6984,0.6984,0.6984,0.6712,0.7028,0.7184,0.7119,0.7168,0.7168,0.7168,0.7245,0.727,0.7343,0.7154,0.7204,0.7204,0.7204,0.7452,0.7299,7.52,,25.3,,36.1,,0
AnBro BCI Unicorn Global Growth B,F000015ZC4,ZAE000291761,02/11/2020,4.7546,2.6074,0.7172,0.7172,0.7172,0.7107,0.7146,0.751,0.751,0.7607,0.7607,0.7607,0.7256,0.7125,0.7049,0.711,0.704,0.704,0.704,0.6767,0.7085,0.7243,0.7177,0.7226,0.7226,0.7226,0.7304,0.7329,0.7403,0.7213,0.7263,0.7263,0.7263,0.7513,0.7359,7.52,,25.3,,36.1,,0
Anchor BCI Equity A,F00000PYMC,ZAE000175626,05/04/2013,2.7074,3.7726,2.0609,2.0609,2.0609,2.0527,2.1112,2.1309,2.1451,2.1294,2.1294,2.1294,2.1061,2.0902,2.0761,2.0628,2.098,2.098,2.098,2.0948,2.1449,2.1007,2.0793,2.0821,2.0821,2.0821,2.0806,2.0844,2.1108,2.1121,2.104,2.104,2.104,2.1167,2.1387,1.83,,11.66,,14.43,0.02,0.03
Anchor BCI Equity B,F00000PYMD,ZAE000175634,19/04/2013,2.7311,3.8003,2.1167,2.1167,2.1167,2.1083,2.1683,2.1887,2.2033,2.1872,2.1872,2.1872,2.1632,2.1468,2.1324,2.1188,2.1551,2.1551,2.1551,2.1518,2.2032,2.1578,2.1359,2.1387,2.1387,2.1387,2.1373,2.1412,2.1685,2.1698,2.1615,2.1615,2.1615,2.1745,2.1971,1.83,,11.66,,14.43,0.02,0.03
Anchor BCI Equity D,F00000WL3U,ZAE000192977,26/11/2015,2.7585,3.8273,2.0981,2.0981,2.0981,2.0899,2.1494,2.1696,2.1842,2.1682,2.1682,2.1682,2.1445,2.1282,2.114,2.1005,2.1364,2.1364,2.1364,2.1332,2.1842,2.1392,2.1175,2.1204,2.1204,2.1204,2.1189,2.1229,2.1499,2.1512,2.143,2.143,2.143,2.156,2.1784,1.83,,11.66,,14.43,0.02,0.03
Anchor BCI Global Equity FF A,F00000WHZF,ZAE000209078,02/11/2015,8.7354,8.1831,2.2632,2.2632,2.2632,2.2297,2.2431,2.3038,2.3079,2.3184,2.3184,2.3184,2.2938,2.2901,2.3094,2.3242,2.339,2.339,2.339,2.2849,2.3128,2.3451,2.3299,2.3345,2.3345,2.3345,2.3875,2.3871,2.3685,2.3682,2.4058,2.4058,2.4058,2.4609,2.4484,4.26,,15.63,,20.75,,0.01
Anchor BCI Global Technology A,F000013QBS,ZAE000267696,06/06/2019,-0.0087,-1.4171,1.1502,1.1502,1.1502,1.1402,1.1539,1.199,1.2011,1.2071,1.2071,1.2071,1.1596,1.1428,1.1268,1.1324,1.1313,1.1313,1.1313,1.1018,1.1428,1.1482,1.1386,1.1425,1.1425,1.1425,1.1512,1.1535,1.1553,1.1353,1.1178,1.1178,1.1178,1.1501,1.1339,6.64,,24.4,,25.43,,0
Anchor BCI Global Technology B,F000013QBT,ZAE000267704,06/06/2019,0.0926,-1.3219,1.1922,1.1922,1.1922,1.1819,1.1962,1.243,1.2452,1.2514,1.2514,1.2514,1.2023,1.1849,1.1684,1.1742,1.1731,1.1731,1.1731,1.1427,1.1853,1.1908,1.1809,1.1851,1.1851,1.1851,1.1941,1.1966,1.1985,1.1777,1.1596,1.1596,1.1596,1.1933,1.1764,6.64,,24.4,,25.43,0.01,0
Anchor BCI Global Technology C,F0000159LD,ZAE000286761,11/05/2020,0.0171,-1.3939,1.1694,1.1694,1.1694,1.1593,1.1732,1.219,1.2212,1.2273,1.2273,1.2273,1.1791,1.1619,1.1457,1.1515,1.1503,1.1503,1.1503,1.1204,1.1621,1.1675,1.1578,1.1618,1.1618,1.1618,1.1706,1.173,1.1748,1.1545,1.1367,1.1367,1.1367,1.1696,1.1531,6.64,,24.4,,25.43,,0
Anchor BCI Property A,F00000WHZD,ZAE000208369,02/11/2015,7.9509,8.4143,0.7311,0.7311,0.7311,0.7295,0.7403,0.7364,0.7405,0.7447,0.7447,0.7447,0.7544,0.7447,0.7482,0.7465,0.757,0.757,0.757,0.7608,0.7777,0.7763,0.7788,0.7698,0.7698,0.7698,0.7678,0.77,0.7776,0.7951,0.7918,0.7918,0.7918,0.7893,0.7927,0.69,,11.5,,5.74,0.02,0.08
Anchor BCI Property B,F00000Z79D,ZAE000208377,02/11/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.69,,11.5,,5.74,,0.08
Anchor BCI SA Equity A,F00001CRNA,ZAE000299848,23/09/2021,3.9665,5.6318,1.0315,1.0315,1.0315,1.0347,1.062,1.06,1.0668,1.0589,1.0589,1.0589,1.0597,1.0537,1.0494,1.0446,1.0598,1.0598,1.0598,1.0644,1.0818,1.0506,1.0417,1.0422,1.0422,1.0422,1.0376,1.0419,1.0614,1.0711,1.0692,1.0692,1.0692,1.0724,1.0896,1.39,,10.03,,11.08,0.02,0.04
Anchor BCI SA Equity B,F00001CGNT,ZAE000299855,02/08/2021,4.0487,5.7219,1.0542,1.0542,1.0542,1.0576,1.0855,1.0835,1.0905,1.0825,1.0825,1.0825,1.0833,1.0771,1.0729,1.0679,1.0836,1.0836,1.0836,1.0883,1.1062,1.0743,1.0652,1.0657,1.0657,1.0657,1.0612,1.0655,1.0856,1.0955,1.0935,1.0935,1.0935,1.0969,1.1145,1.39,,10.03,,11.08,0.03,0.04
APS Ci Equity A1,F00000U1XD,ZAE000189189,01/07/2014,5.5271,5.4032,24.3583,24.3583,24.3583,24.3139,25.1396,25.0719,25.0697,25.1235,25.1235,25.1235,24.6061,24.482,24.5661,24.6999,24.5609,24.5609,24.5609,24.982,25.0934,24.9541,24.8241,24.8442,24.8442,24.8442,25.0287,25.2805,25.5081,25.4581,25.4078,25.4078,25.4078,25.7046,25.6745,2.6,,12.01,,17.25,,0.03
APS Ci Equity B1,F000014KV6,ZAE000280681,02/12/2019,5.5573,5.4352,1.3512,1.3512,1.3512,1.3488,1.3946,1.3908,1.3907,1.3937,1.3937,1.3937,1.3651,1.3582,1.3629,1.3703,1.3626,1.3626,1.3626,1.386,1.3922,1.3845,1.3773,1.3784,1.3784,1.3784,1.3887,1.4027,1.4153,1.4126,1.4098,1.4098,1.4098,1.4263,1.4246,2.6,,12.01,,17.25,,0.03
APS Ci Equity G,F000011Q1C,ZAE000264073,01/11/2018,5.5015,5.3769,1.4741,1.4741,1.4741,1.4714,1.5213,1.5172,1.5171,1.5203,1.5203,1.5203,1.489,1.4815,1.4865,1.4946,1.4862,1.4862,1.4862,1.5116,1.5184,1.5099,1.5021,1.5033,1.5033,1.5033,1.5144,1.5296,1.5434,1.5403,1.5373,1.5373,1.5373,1.5552,1.5534,2.6,,12.01,,17.25,,0.03
Ashburton Equity A,F000005J88,ZAE000033148,21/09/2001,5.5662,6.6545,13.1925,13.1925,13.1925,13.2179,13.5799,13.5705,13.6488,13.5256,13.5256,13.5256,13.5125,13.4218,13.3599,13.3041,13.5561,13.5561,13.5561,13.6035,13.7753,13.5712,13.4596,13.4869,13.4869,13.4869,13.4546,13.494,13.7801,13.8878,13.8578,13.8578,13.8578,13.9268,14.0704,1.14,,6.24,,10.97,0.14,0.05
Ashburton Equity A1,F00000W9SH,ZAE000205753,01/08/2015,5.5107,6.5954,8.6742,8.6742,8.6742,8.6906,8.9284,8.9221,8.9734,8.8924,8.8924,8.8924,8.8831,8.8233,8.7826,8.7459,8.9113,8.9113,8.9113,8.9421,9.0547,8.9203,8.8468,8.8646,8.8646,8.8646,8.843,8.8687,9.0565,9.1272,9.1074,9.1074,9.1074,9.1523,9.2463,1.14,,6.24,,10.97,0.12,0.05
Ashburton Equity A2,F00000W9SI,ZAE000205761,01/08/2015,5.5152,6.6013,8.6427,8.6427,8.6427,8.6589,8.8959,8.8896,8.9408,8.8599,8.8599,8.8599,8.8509,8.7913,8.7507,8.7141,8.879,8.879,8.879,8.9096,9.0219,8.8882,8.8149,8.8327,8.8327,8.8327,8.8111,8.8367,9.0239,9.0943,9.0746,9.0746,9.0746,9.1194,9.2132,1.14,,6.24,,10.97,0.12,0.05
Ashburton Equity A3,F00000WZE5,ZAE000206199,02/03/2016,5.5264,6.6111,8.3686,8.3686,8.3686,8.3844,8.6139,8.6079,8.6575,8.5793,8.5793,8.5793,8.5705,8.5129,8.4736,8.4381,8.5979,8.5979,8.5979,8.6276,8.7363,8.6067,8.5359,8.553,8.553,8.553,8.5323,8.5571,8.7385,8.8066,8.7875,8.7875,8.7875,8.831,8.9218,1.14,,6.24,,10.97,0.12,0.05
Ashburton Equity B1,F00000NMHZ,ZAE000162681,01/12/2011,5.5313,6.6174,9.5695,9.5695,9.5695,9.5876,9.85,9.843,9.8998,9.8104,9.8104,9.8104,9.8004,9.7346,9.6896,9.649,9.8318,9.8318,9.8318,9.8658,9.9902,9.8421,9.7611,9.7808,9.7808,9.7808,9.757,9.7854,9.9928,10.0708,10.0491,10.0491,10.0491,10.0988,10.2027,1.14,,6.24,,10.97,0.13,0.05
Ashburton Equity L,F0000103GL,ZAE000252136,01/02/2018,5.5577,6.645,8.4961,8.4961,8.4961,8.5124,8.7454,8.7394,8.7898,8.7104,8.7104,8.7104,8.7019,8.6434,8.6037,8.5676,8.73,8.73,8.73,8.7604,8.871,8.7395,8.6676,8.6852,8.6852,8.6852,8.6643,8.6896,8.8738,8.9431,8.9239,8.9239,8.9239,8.9683,9.0606,1.14,,6.24,,10.97,0.14,0.05
Ashburton Equity L2,F0000103GY,ZAE000252417,01/02/2018,5.5538,6.6385,8.4976,8.4976,8.4976,8.514,8.747,8.741,8.7914,8.712,8.712,8.712,8.7033,8.6449,8.6051,8.5691,8.7315,8.7315,8.7315,8.7619,8.8723,8.7408,8.6689,8.6865,8.6865,8.6865,8.6656,8.691,8.8752,8.9445,8.9252,8.9252,8.9252,8.9695,9.0617,1.14,,6.24,,10.97,0.14,0.05
Ashburton Equity Z,F000013AI1,ZAE000260345,01/08/2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.14,,6.24,,10.97,0.17,0.05
Ashburton Property A,F00000ZG6D,ZAE000246336,01/11/2017,9.1387,9.5018,0.5657,0.5657,0.5657,0.563,0.5746,0.5712,0.5756,0.5778,0.5778,0.5778,0.5877,0.5809,0.582,0.5792,0.59,0.59,0.59,0.5929,0.6064,0.6033,0.6077,0.5993,0.5993,0.5993,0.5996,0.6027,0.6082,0.6267,0.6223,0.6223,0.6223,0.6174,0.6194,0.69,,11.22,,8.54,0.01,0.09
Ashburton Property B1,F00000ZG6F,ZAE000246344,17/08/2017,9.1761,9.5403,0.5849,0.5849,0.5849,0.582,0.5941,0.5906,0.5951,0.5974,0.5974,0.5974,0.6076,0.6006,0.6019,0.5988,0.61,0.61,0.61,0.613,0.6271,0.6238,0.6285,0.6198,0.6198,0.6198,0.6201,0.6234,0.629,0.6481,0.6435,0.6435,0.6435,0.6386,0.6407,0.69,,11.22,,8.54,0.01,0.09
Ashburton Property L,F0000103GS,ZAE000252219,01/02/2018,9.1792,9.5438,0.5717,0.5717,0.5717,0.5689,0.5807,0.5772,0.5817,0.5839,0.5839,0.5839,0.5939,0.5871,0.5883,0.5853,0.5963,0.5963,0.5963,0.5992,0.6129,0.6097,0.6143,0.6058,0.6058,0.6058,0.6061,0.6093,0.6149,0.6335,0.629,0.629,0.629,0.6242,0.6262,0.69,,11.22,,8.54,0.01,0.09
Ashburton Property Z,F000013BOT,ZAE000260436,09/11/2018,9.2557,9.5962,0.5536,0.5536,0.5536,0.5508,0.5624,0.559,0.5634,0.5655,0.5655,0.5655,0.5752,0.5686,0.5698,0.5668,0.5776,0.5776,0.5776,0.5804,0.5936,0.5907,0.5951,0.5868,0.5868,0.5868,0.5872,0.5903,0.5956,0.6138,0.6095,0.6095,0.6095,0.6048,0.6067,0.69,,11.22,,8.54,0.01,0.09
Autus Prime Equity A,F00000TVQ0,ZAE000191300,04/07/2014,4.2199,6.343,1.6737,1.6737,1.6737,1.6707,1.6969,1.6971,1.7138,1.7044,1.7044,1.7044,1.7071,1.6913,1.6889,1.6822,1.707,1.707,1.707,1.7089,1.7247,1.71,1.7082,1.7088,1.7088,1.7088,1.7127,1.7214,1.7538,1.759,1.748,1.748,1.748,1.7443,1.7798,1.81,,9.3,,14.88,0.01,0.04
Autus Prime Equity B,F00000WZY0,ZAE000215596,16/03/2016,4.2921,6.4184,1.7537,1.7537,1.7537,1.7508,1.7782,1.7786,1.796,1.7862,1.7862,1.7862,1.7892,1.7727,1.7703,1.7631,1.7892,1.7892,1.7892,1.7914,1.8079,1.7925,1.7908,1.7912,1.7912,1.7912,1.7955,1.8047,1.8387,1.8443,1.8328,1.8328,1.8328,1.829,1.8663,1.81,,9.3,,14.88,0.03,0.04
Autus Prime Global Equity FF A,F00000VOJV,ZAE000199162,17/03/2015,7.4857,5.8108,2.1374,2.1374,2.1374,2.1075,2.1136,2.1711,2.1771,2.1897,2.1897,2.1897,2.131,2.1266,2.1376,2.1565,2.1581,2.1581,2.1581,2.1245,2.1586,2.1993,2.1965,2.2015,2.2015,2.2015,2.2372,2.2738,2.2491,2.2317,2.2277,2.2277,2.2277,2.2974,2.2616,4.08,,16.48,,22.4,,0.01
Aylett Equity Prescient A1,F000002RFO,ZAE000081154,03/07/2006,6.9203,7.8992,68.7958,68.7958,68.7958,68.9686,70.0771,71.2662,71.2392,71.1192,71.1192,71.1192,70.7094,70.2261,70.0944,70.0617,70.8687,70.8687,70.8687,70.664,71.218,71.3603,70.94,70.9386,70.9386,70.9386,71.9459,72.0829,72.9862,73.1113,73.1134,73.1134,73.1134,73.5567,74.2301,1.2,,6.81,,11.84,1.45,0.04
Aylett Equity Prescient A2,F000002RFQ,ZAE000083903,03/07/2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.2,,6.81,,11.84,,0.04
Aylett Equity Prescient A3,F000002CPM,ZAE000084091,03/07/2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.2,,6.81,,11.84,,0.04
Aylett Equity Prescient A5,F000015CPC,ZAE000287439,28/05/2020,6.9359,7.9154,46.8969,46.8969,46.8969,47.0153,47.7712,48.582,48.5639,48.4822,48.4822,48.4822,48.2036,47.8744,47.7849,47.7628,48.3131,48.3131,48.3131,48.1742,48.5522,48.6494,48.3632,48.3625,48.3625,48.3625,49.0499,49.1435,49.7594,49.845,49.8467,49.8467,49.8467,50.1496,50.609,1.2,,6.81,,11.84,1.54,0.04
Aylett Equity Prescient A6,F00001E5BJ,ZAE000302402,23/09/2021,6.962,7.9425,45.1239,45.1239,45.1239,45.2389,45.9665,46.7472,46.73,46.6519,46.6519,46.6519,46.3848,46.0683,45.9826,45.9617,46.4917,46.4917,46.4917,46.3591,46.7231,46.8171,46.542,46.5416,46.5416,46.5416,47.2043,47.2948,47.888,47.9708,47.9727,47.9727,47.9727,48.2654,48.7079,1.2,,6.81,,11.84,1.68,0.04
Aylett Equity Prescient B3,F000002RFS,ZAE000084117,03/07/2006,7.0246,8.0079,82.4067,82.4067,82.4067,82.6213,83.9519,85.379,85.3495,85.2083,85.2083,85.2083,84.7253,84.149,83.994,83.9574,84.9271,84.9271,84.9271,84.6898,85.3567,85.5298,85.0289,85.03,85.03,85.03,86.2453,86.4122,87.4977,87.6505,87.6558,87.6558,87.6558,88.1954,89.0058,1.2,,6.81,,11.84,2.04,0.04
Bateleur Equity Prescient A1,F00000W8C3,ZAE000204145,01/04/2015,5.0018,7.251,1.363,1.363,1.363,1.3695,1.3951,1.3961,1.4063,1.3995,1.3995,1.3995,1.3987,1.3918,1.387,1.376,1.4019,1.4019,1.4019,1.4069,1.4255,1.4089,1.3999,1.3974,1.3974,1.3974,1.3965,1.4026,1.4295,1.441,1.4354,1.4354,1.4354,1.4312,1.4618,1.43,,7.73,,8.02,,0.05
Bateleur Equity Prescient A3,F00000W8C6,ZAE000204160,01/04/2015,4.9721,7.219,1.3459,1.3459,1.3459,1.3522,1.3775,1.3785,1.3885,1.3819,1.3819,1.3819,1.381,1.3742,1.3695,1.3586,1.3842,1.3842,1.3842,1.389,1.4073,1.391,1.3821,1.3796,1.3796,1.3796,1.3788,1.3847,1.4112,1.4226,1.417,1.417,1.417,1.4128,1.4431,1.43,,7.73,,8.02,,0.05
